game_title,dev_team,platforms,primary_tags,keywords,game_summary,rake_summary,lemma_summary
NieR,"['cavia', 'squareenix']","['playstation3', 'xbox360']","['shooter', 'postapocalyptic', 'drama', 'sciencefiction', 'singleplayer', 'simulator', 'rpg', 'openworld', 'multipleendings', 'action', 'strategy', 'elves', 'brawler', 'adventure', 'femaleprotagonist', 'game', 'player', 'character', 'time', 'battle', 'set', 'adventure', 'fight', 'play', 'experience', 'dark', 'friend', 'explore', 'action', 'land', 'discover', 'life', 'ability', 'save', 'include', 'original', 'attack', 'create', 'journey', 'team', 'defeat', 'kill', 'mysterious', 'final', 'master', 'quest', 'death', 'attempt', 'monster', 'black', 'search', 'people', 'powerful', 'form', 'learn', 'build', 'survive', 'creature', 'live', 'encounter', 'protagonist', 'start', 'previous', 'choice', 'role', 'town', 'enter', 'boy', 'village', 'gain']","['western', 'post-apocalyptic', 'bloody', 'dark fantasy', 'robots', 'androids', 'bullet hell', 'female protagonist', 'gardening', 'multiple protagonists', 'achievements', 'multiple endings', 'hacking', 'artificial intelligence', 'dreams', 'boss fight', 'block puzzle', 'anthropomorphism', 'e3 2017', 'playstation trophies', 'upgradeable weapons', 'breaking the fourth wall', 'original soundtrack release', 'profanity', 'save point', 'playstation experience 2016', 'e3 2016', 'melee', 'real-time combat', 'multi-phase boss', 'multiple gameplay perspectives', 'e3 2015', 'depression', 'invisible wall', 'multiple enemy boss fights', 'dynamic soundtrack', 'plot twist', 'sliding down ladders', 'camera shift', 'secret achievements', 'petrification', 'boar', 'moose', 'e3 2009', 'tokyo game show 2009', 'gamescom 2009', 'male protagonist']","Nothing is as it seems in Square Enix's latest action adventure game, set in a crumbling world plagued by disease and dark, unrecognizable creatures. Players assume the role of the unyielding protagonist, NIER, resolute in his quest to discover a cure for his daughter, who is infected with the Black Scrawl virus. With powerful allies and a mysterious book, NIER encounters things that will confound even the mightiest of warriors. With NIER, experience seamless in-battle cinematics and explore hauntingly familiar lands, intense action-packed battles, and storytelling like only Square Enix can do The game opens with a prologue during the summer of 2049 in a snowstorm. In a modern, broken-down grocery store, Nier (Jamieson Price) fends off attacks from ethereal monsters to protect his sick young daughter, Yonah (Heather Hogan). After defeating the monsters, he checks on Yonah, who has begun to cough badly. The game then cuts to 1,312 years later, where the player sees what appears to be the same two characters, now living in a village built upon the ruins of an old town. The low-technology village is one of several, and is surrounded by more modern ruins such as the remnants of train tracks and industrial machinery. The areas between towns are filled with monsters known as Shades that attack travelers.
As Yonah's illness, the Black Scrawl, is terminal, Nier sets out to look for a cure. As he does, Nier finds a talking book, Grimoire Weiss (Liam O'Brien), which suggests that the two team up to use Weiss' magic and to find a cure for Yonah's disease. In their search, they encounter Kainé (Laura Bailey), a hot-tempered and foul-mouthed swordswoman; and Emil (Julie Ann Taylor), a blindfolded boy whose eyes petrify anyone they see. After journeying for a time, the village is attacked by a giant shade; the battle culminates in Yonah being carried away by a master Shade that suddenly appears—the Shadowlord—who carries his own book, Grimoire Noir.
The game then jumps five years forward. Nier and the others are trying to find the parts to a key that they believe will help them locate the Shadowlord and Grimoire Noir. After defeating five Shades and assembling the key, the team go to defeat the Shadowlord. There, Devola and Popola (both voiced by Eden Riegel), characters who have been guiding Nier on his quest, appear to try to stop them. They explain that over 1300 years prior, humanity faced extinction due to an incurable disease. In an attempt to survive, they separated their souls from their bodies using Grimoire Noir and Weiss. They created clones resistant to the disease, Replicants, and intended to recombine the souls, or Gestalts, with the Replicant bodies once it had died out; Devola and Popola were androids set to oversee the project. Over time, the Replicants had begun to form their own identities; while the Gestalts, or Shades, had grown aggressive to them.[7]
Nier defeats the pair, with Emil sacrificing himself to ensure his friends' progress. The remaining group then defeats the Shadowlord, and the player discovers that he is the Gestalt form of the Nier from the prologue. Driven to protect his Yonah, he was the first Gestalt and has combined her with the Replicant Yonah. The original Yonah, however, tells the Gestalt Nier that she can hear the new Yonah inside her, and that she loves the Replicant Nier and deserves the body just as much.[8] She vacates the body, and Nier and Yonah are reunited.
If the player plays the game again, they start just after the five-year skip. They learn about Kainé's past, including that she is intersex, which along with the death of her parents resulted in her ostracism as a child, and that she is partially possessed by a Shade. The player gains the ability to understand what the shades are saying, including the one possessing Kainé, though in-game Nier, Weiss, and Emil are still unable to. Additional cutscenes are also shown, giving the motivations and backstory behind the Shade bosses that are fought and showing them as sentient people trying to defend their friends against Nier. The ending to the second playthrough shows that Emil survives his sacrifice, and that Gestalt Nier and Yonah are reunited in the afterlife. A third playthrough presents the player with a choice in the ending to save Kainé, who is seen to be dying in agony; Nier can either kill her to end her suffering, or sacrifice his life for her. The latter choice not only erases all memory of him from the other characters' minds, shown in a final cutscene, but also deletes all of the player's saved progress, as if the game had never been played. Moreover, if the player wants to start a new game, they will be unable to enter the same name chosen for the previous playthrough for the Nier character.",blindfold boy eye petrify humanity extinction explore hauntingly familiar land julie ann taylor jump eden riegel character late action adventure game body grimoire noir,square enix late action adventure game set crumbling plague disease dark unrecognizable creature player assume role unyielding protagonist nier resolute quest discover cure daughter infect black scrawl virus powerful ally mysterious book nier encounter confound mighty warrior nier experience seamless inbattle cinematics explore hauntingly familiar land intense actionpacked battle storytelling square enix game prologue summer snowstorm modern brokendown grocery store nier jamieson price fends attack ethereal monster protect sick daughter yonah heather hogan defeat monster check yonah cough badly game cut player character live village build ruin town lowtechnology village surround modern ruin remnant train track industrial machinery town monster shade attack traveler yonah illness black scrawl terminal nier set cure nier talk book grimoire weiss liam obrien team weiss magic cure yonah disease search encounter kaine laura bailey hottempered foulmouthed swordswoman emil julie ann taylor blindfolded boy eye petrify journey time village attack giant shade battle culminate yonah carry master shade suddenly appears--the shadowlord--who carry book grimoire noir game jump nier key locate shadowlord grimoire noir defeat shade assemble key team defeat shadowlord devola popola voice eden riegel character guide nier quest explain prior humanity extinction incurable disease attempt survive separate soul body grimoire noir weiss create clone resistant disease replicants intend recombine soul gestalt replicant body die devola popola android set oversee project time replicants form identity gestalt shade grow aggressive nier defeat pair emil sacrifice ensure friend progress remain defeat shadowlord player discover gestalt form nier prologue driven protect yonah gestalt combine replicant yonah original yonah gestalt nier hear yonah love replicant nier deserve body vacate body nier yonah reunite player play game start fiveyear skip learn kaine include intersex death parent result ostracism child partially possess shade player gain ability understand shade include possessing kaine ingame nier weiss emil unable additional cutscenes motivation backstory shade boss fight sentient people defend friend nier playthrough emil survive sacrifice gestalt nier yonah reunite afterlife playthrough player choice save kaine die agony nier kill suffering sacrifice life choice erase memory character mind final cutscene delete player saved progress game play player start game unable enter chosen previous playthrough nier character
Shovel Knight: Treasure Trove,"['nintendo', 'yachtclubgames']","['linux', 'pc', 'playstation3', 'mac', 'nintendo3ds', 'wiiu', 'playstationvita', 'playstation4', 'xboxone', 'nintendoswitch']","['comedy', 'platform', 'singleplayer', 'multiplayer', 'indie', 'adventure', 'cooperative', 'action', 'elves', 'fantasy', 'femaleprotagonist', 'game', 'player', 'character', 'series', 'battle', 'feature', 'adventure', 'play', 'gameplay', 'friend', 'discover', 'control', 'mode', 'challenge', 'quest', 'change', 'form', 'complete', 'king', 'lose', 'classic', 'hope']",[],"Shovel Knight: Treasure Trove is the full and complete edition of Shovel Knight, a sweeping classic action-adventure game series with awesome gameplay, memorable characters, and an 8-bit retro aesthetic! Run, jump, and battle as Shovel Knight, wielder of the Shovel Blade, in a quest for his lost beloved. Take down the nefarious knights of the Order of No Quarter and confront their menacing leader, The Enchantress.

But that’s not everything! Shovel Knight: Treasure Trove also features four additional games all unto themselves! Take control of Plague Knight, Specter Knight, and King Knight on adventures of their own or battle each other in a local four player Showdown. Together, they form a grand and sweeping saga!

With Shovel Knight: Treasure Trove, you get it all. Play with a friend in Shovel of Hope's cooperative campaign, test your mettle in full-featured challenge modes, battle together in Showdown, and change the game with Body Swap mode. Uphold the virtues of Shovelry, earn relics and riches, and discover the true meaning of shovel justice!",treasure trove feature additional game local player showdown,shovel knight treasure trove complete edition shovel knight sweeping classic actionadventure game series awesome gameplay memorable character bit retro aesthetic jump battle shovel knight wielder shovel blade quest lose beloved nefarious knight quarter confront menacing leader enchantress shovel knight treasure trove feature additional game control plague knight specter knight king knight adventure battle local player showdown form grand sweeping saga shovel knight treasure trove play friend shovel hope cooperative campaign mettle fullfeatured challenge mode battle showdown change game body swap mode uphold virtue shovelry earn relic rich discover true meaning shovel justice
Quantum Break,"['remedyentertainment', 'microsoftstudios']","['pc', 'xboxone']","['shooter', 'sciencefiction', 'singleplayer', 'action', 'adventure', 'femaleprotagonist', 'time', 'power', 'fight', 'friend', 'hero', 'create', 'destroy', 'final', 'master', 'change', 'people', 'travel', 'survive', 'epic', 'lose', 'plan', 'reach', 'break']","['helicopter', 'time travel', 'time manipulation', 'female protagonist', 'hand-to-hand combat', 'based on - tv show', 'achievements', 'bullet time', 'easter egg', 'over the shoulder', 'climbing', 'superhero', 'story rich', 'explosion', 'digital distribution', 'controller recommendation', 'bink video', 'windows store', 'xbox one x enhanced', 'polygonal 3d', 'original soundtrack release', 'sprinting mechanics', 'checkpoints', 'unstable platforms', 'saving the world', 'moral decisions', 'pax east 2016', 'xbox live', 'real-time combat', 'male antagonist', 'difficulty level', 'shaky camera', 'e3 2014', 'gamescom 2014', 'e3 2013', 'moving platforms', 'cover system', 'destructible environment', 'live-action cutscene', 'motion capture animation', 'high definition graphics', 'dolby digital', 'gamescom 2015', 'tokyo game show 2014', 'in-engine cinematic', 'ambient music', 'fake tv show', 'surprising character switches', 'time paradox', 'time stopping', 'balance platforms', 'swinging platforms', 'character models based on actual people', 'the game awards 2015', 'male protagonist', 'the game awards - world premiere']","Fix Time Before It Destroys Everything!

When time breaks, catastrophe becomes your playground. As hero Jack Joyce, you'll fight your way through epic disasters that stutter back and forth in time. But surviving this unstable world--and halting the end of time itself--is only possible by mastering your new time powers. ""Time has been broken. A Fracture in time, created by a time travel experiment that has gone wrong, is advancing at an inexorable pace. As a result, time itself is now stuttering to a halt and then restarting, causing the world to turn into a frozen tableau. Most are unaware of the imminent disaster.

Jack Joyce is not one of these people: changed by the same experiment, he can see the damage as the Fracture advances; time keeps slipping more and more out of joint and as the world loses synchronization, destruction on a massive scale ensues. Jack is desperately trying to find a way to prevent the Fracture from reaching its conclusion – that final moment when the last grain of sand in the hourglass tumbles down, and time ends. But his best friend Paul Serene and the ruthless Monarch Solutions have their own plans, and Jack’s efforts don’t line up with them. They are willing to use whatever means necessary to stop him.""",friend paul serene,time destroy time break catastrophe playground hero jack joyce fight epic disaster stutter time survive unstable worldand halt time itselfis master time power time break fracture time create time travel experiment wrong advance inexorable pace result time stutter halt restart frozen tableau unaware imminent disaster jack joyce people change experiment damage fracture advance time slip joint lose synchronization destruction massive scale ensues jack desperately prevent fracture reach conclusion final moment grain sand hourglass tumble time friend paul serene ruthless monarch solution plan jack effort
Kirby Super Star,"['playtronic', 'hallaboratory']","['wii', 'supernintendoentertainmentsystem', 'wiiu', 'superfamicom']","['comedy', 'platform', 'singleplayer', 'multiplayer', 'sidescrolling', 'splitscreen', 'multipleendings', 'action', 'turnbased', 'exploration', 'adventure', 'game', 'player', 'character', 'feature', 'enemy', 'gameplay', 'control', 'ability', 'attack', 'release', 'star', 'unique', 'super', 'video', 'develop', 'nintendo', 'choose', 'role', 'kirby']","['exploration', 'minigames', 'mascot', 'turn-based', 'side-scrolling', 'multiple endings', 'high score', ""protagonist's name in the title"", 'collectibles', 'virtual console', 'treasure chest', 'melee', 'secret area', 'difficulty level', 'asymmetric co-op', 'moving platforms', 'theft', 'villain', 'shape-shifting', 'vore', 'wrestling moves in non-wrestling games', 'whale', 'megaphone', 'e3 1996', 'male protagonist', 'retroachievements', 'wii virtual console', 'wii u virtual console']","Kirby Super Star, released as Kirby's Fun Pak in PAL regions, is a platforming video game developed by HAL Laboratory and published by Nintendo. The game was advertised as featuring eight games: seven short subsections with the same basic gameplay, and two minigames. Kirby Super Star sees players take on the role of Kirby, who can float around the screen, inhale blocks and enemies and spit them out. By swallowing certain enemies after inhaling them, Kirby can copy their abilities and use them as his own, becoming able to perform a wide range of attacks. A unique feature of the game is the addition of helpers. When Kirby is in possession of an ability, he can choose to transform it into a helper character which can be controlled by a second player or the computer AI.",kirby super star player platforming video game develop,kirby super star release kirby fun pak pal region platforming video game develop hal laboratory publish nintendo game advertise feature game short subsection basic gameplay minigames kirby super star player role kirby float screen inhale block enemy spit swallow enemy inhale kirby ability perform wide range attack unique feature game addition helper kirby possession ability choose transform helper character control player
We Love Katamari Reroll + Royal Reverie,"['bandainamcoentertainment', 'monkeycraftcoltd']","['pc', 'playstation4', 'xboxone', 'nintendoswitch', 'playstation5', 'xboxseriesx|s']","['puzzle', 'arcade', 'comedy', 'singleplayer', 'multiplayer', 'splitscreen', 'action', 'adventure', 'game', 'series', 'gameplay', 'return', 'version', 'king', 'title', 'graphic']","['collecting', 'rolling ball', 'tiny protagonist']","We Love Katamari Reroll + Royal Reverie is a remaster of the PS2 game We Love Katamari.

The second title in the Katamari Damacy series has returned in a remastered, powered-up version! This new reroll comes with improved graphics and gameplay enhancements. In Royal Reverie, roll up katamari as the King of All Cosmos in his boyhood!",,love katamari reroll royal reverie remaster ps game love katamari title katamari damacy series return remastered poweredup version reroll improved graphic gameplay enhancement royal reverie roll katamari king cosmos boyhood
Project Zomboid,['theindiestone'],"['linux', 'pc', 'mac']","['postapocalyptic', 'horror', 'singleplayer', 'multiplayer', 'simulator', 'indie', 'rpg', 'openworld', 'survival', 'splitscreen', 'cooperative', '2d', 'difficult', 'sandbox', 'exploration', 'game', 'set', 'fight', 'event', 'day', 'build', 'survive', 'survival', 'rpg', 'ultimate']","['zombies', 'post-apocalyptic', 'exploration', 'bloody', 'dark', '2d', 'crafting', '21st century', 'death', 'procedural generation', 'permadeath', 'resource management', 'cooking', 'difficult', 'simulation', 'steam', 'undead', 'building', 'base management', 'atmospheric', 'combat', 'scavenging', 'day/night cycle', 'steam greenlight', 'base defense', 'digital distribution', 'loot gathering', 'realism', 'zombie virus', 'zombie survival', 'challenging', 'zombie apocalypse', 'weapons']","Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? The Knox Event is used to refer to the zombie outbreak that occurs prior to and throughout the game. The event first takes place around Muldraugh and West Point, Kentucky. The incident is considered to have begun on the 4th of July, 1993, American Day of Independence. Just two days later the military evacuated residences from around the affected area and set up blockades in what is now known as the Knox Evacuation. The affected area is given the name: the Exclusion Zone, with the primary camp being south of Louisville.",event muldraugh cute tutorial raccoon await,project zomboid ultimate zombie survival loot build craft fight farm fish struggle survive hardcore rpg skillset vast map massively customisable sandbox cute tutorial raccoon await unwary die knox event refer zombie outbreak occur prior game event muldraugh west kentucky incident july american day independence day military evacuate residence set blockade knox evacuation exclusion zone primary camp south louisville
Sonic CD,"['sega', 'sonicteam']","['linux', 'pc', 'playstation3', 'xbox360', 'android', 'ios', 'playstation4', 'xboxone', 'ouya', 'windowsphone', 'nintendoswitch', 'amazonfiretv', 'playstation5', 'xboxseriesx|s']","['sciencefiction', 'platform', 'singleplayer', 'action', 'fantasy', 'time', 'power', 'control', 'sonic', 'mysterious', 'destroy', 'planet', 'travel', 'dr', 'future', 'break']",[],"Sonic travels to the distant shores of Never Lake for the once-a-year appearance of Little Planet - a mysterious world where past, present, and future collide through the power of the Time Stones that lie hidden within it.

Sonic arrives only to find the once beautiful world imprisoned beneath a twisted metallic shell. His arch-nemesis, Dr. Eggman, has come for the Time Stones and with them, will soon have the power to control time itself!

In order to put an end to Dr. Eggman’s nefarious schemes, Sonic must use the power of Little Planet to travel through time; breaking Dr. Eggman’s hold over the future by destroying his machines in the past and recovering the missing Time Stones!",beautiful imprison beneath,sonic travel distant shore lake onceayear appearance planet mysterious future collide power time stone lie hidden sonic arrive beautiful imprison beneath twisted metallic archnemesis dr eggman time stone power control time dr eggmans nefarious scheme sonic power planet travel time break dr eggmans hold future destroy machine recover missing time stone
Crash Bandicoot 2: Cortex Strikes Back,"['sonyinteractiveentertainment', 'naughtydog']","['playstation', 'playstation3', 'playstationportable']","['sciencefiction', 'comedy', 'historical', 'platform', 'singleplayer', 'sidescrolling', 'adventure', 'multipleendings', 'action', 'elves', 'fantasy', 'game', 'player', 'series', 'battle', 'power', 'gameplay', 'return', 'original', 'level', 'island', 'leave', 'sequel', 'fall', 'environment', 'collect', 'path', 'dr', 'space', 'reach', 'earth', 'break', 'crash', 'plot']","['mascot', 'death', 'doctor', 'flight', 'multiple endings', 'snow', 'teleportation', 'sequel', 'level selection', 'mad scientist', 'silent protagonist', 'playstation network', 'boss fight', 'single-player only', 'anthropomorphism', 'bonus stage', 'voice acting', ""protagonist's name in the title"", 'polygonal 3d', 'animal antagonist', 'psone classics', 'bandicoot', 'cameo appearance', 'collectibles', 'playstation plus', 'ice stage', 'treasure chest', 'titular antagonist', 'real-time combat', 'instant kill', 'violent plants', 'moving platforms', 'speedrun', 'over 100% completion', 'working for the enemy', 'trilogy', 'fake game over screen', 'running towards the screen', 'greatest hits', 'backwards compatibility', 'promo vhs', 'e3 1997', 'playstation underground', 'psvita', 'male protagonist', 'fan translation - portuguese', 'fandub - brazilian portuguese']","Crash Bandicoot 2: Cortex Strikes Back is the second game in the Crash Bandicoot series, and the sequel to the original game. The gameplay is largely similar to that of the original, as players make their way through a limited environment whilst breaking crates that contains bonuses. The goal of the game is to gather 25 crystals for Crash's nemesis, Doctor Neo Cortex. The crystals are scattered between 25 different levels accessible via Warp Rooms, which are hub areas of the game. A level is cleared by collecting its respective crystal and reaching the end of its path, which returns Crash to the Warp Room. After the last battle with Crash Bandicoot, Cortex is thrown down to Crash island and fall in a cave filled with glowing crystals. Convinced that they hold tremendous power, he takes one and gets back onto his laboratory. One year later, Cortex and his new assistant Dr. N. Gin rebuild an upgraded Cortex Vortex in outer space which will turn everyone on Earth into his mindless slaves. But they need 25 more crystals to reach the Vortex's maximum capacity, and they do not have any of their operatives left on Earth. Cortex then devises a plot to manipulate Crash into retrieving the crystals for him.",level accessible warp limit environment breaking crate,crash bandicoot cortex strike game crash bandicoot series sequel original game gameplay original player limited environment break crate bonuses goal game gather crystal crash nemesis doctor neo cortex crystal scatter level accessible warp hub game level collect respective crystal reach path return crash warp battle crash bandicoot cortex throw crash island fall cave glowing crystal convince hold tremendous power laboratory cortex assistant dr gin rebuild upgraded cortex vortex outer space earth mindless slave crystal reach vortex maximum capacity operative leave earth cortex devise plot manipulate crash retrieve crystal
Resident Evil 0,"['capcomproductionstudio3', 'capcom']","['pc', 'playstation3', 'xbox360', 'playstation4', 'xboxone', 'nintendoswitch']","['shooter', 'puzzle', 'horror', 'singleplayer', 'multiplayer', 'survival', 'splitscreen', 'cooperative', 'multipleendings', 'action', 'stealth', 'adventure', 'femaleprotagonist', 'game', 'player', 'character', 'story', 'time', 'city', 'experience', 'force', 'land', 'discover', 'control', 'include', 'original', 'release', 'team', 'evil', 'star', 'version', 'meet', 'death', 'puzzle', 'search', 'learn', 'survive', 'dead', 'send', 'solve', 'murder', 'crash']","['zombies', 'compilation', 'action-adventure', 'survival horror', 'scary', 'e3 2009']","Be prepared to relive the first nightmare in Resident Evil 0, a remastered version of the popular prequel to the original Resident Evil game. This remastered version takes the fear-inducing atmosphere from the original 2002 release and transforms it with stunning new HD visuals, improved sound, widescreen support and an optional modernized control system and more. It's the best way to experience the story of what really happened before the iconic mansion incident that was the catalyst for the entire Resident Evil saga. The story of Resident Evil 0 takes players back to 1998. Reports have been mounting about unusual murders on the outskirts of Raccoon City. The city’s Special Forces division, S.T.A.R.S., sends their Bravo Team - including rookie cop member Rebecca Chambers - to investigate. On route, the team’s helicopter suffers engine trouble and is forced to make a crash landing, where they find an overturned prisoner transport vehicle. Splitting up to search the area, Rebecca discovers the Ecliptic Express, a train stopped dead on the tracks. Inside, she meets death row convict and ex-Navy lieutenant Billy Coen. Throughout the game, you will take control of both Rebecca and Billy, at times switching between both characters in order to proceed. Learning the advantages of each character is the key to solving puzzles and surviving the nightmares that lie ahead.",include rookie cop rebecca chamber resident evil player entire resident evil saga stun hd visuals overturn prisoner transport vehicle meet death row convict helicopter suffers engine trouble optional modernize control original resident evil game navy lieutenant billy coen resident evil,prepare relive nightmare resident evil remastered version popular prequel original resident evil game remastered version fearinducing atmosphere original release transforms stun hd visuals improve sound widescreen support optional modernize control experience story happen iconic mansion incident catalyst entire resident evil saga story resident evil player report mount unusual murder outskirt raccoon city city special force division star send bravo team include rookie cop rebecca chamber investigate route team helicopter suffers engine trouble force crash land overturned prisoner transport vehicle split search rebecca discover ecliptic express train dead track meet death row convict exnavy lieutenant billy coen game control rebecca billy time switch character proceed learn advantage character key solve puzzle survive nightmare lie
The Coffin of Andy and Leyley,['kit9studio'],['pc'],"['horror', 'singleplayer', 'rpg', 'visualnovel', 'adventure', 'femaleprotagonist', 'story', 'follow', 'bring', 'death']","['female protagonist', 'cannibalism', 'forbidden love']","In The Coffin of Andy and Leyley, you follow the story of Andrew and Ashley, siblings who have been quarantined in their house for months and are slowly starving to death. Everyone in the building appears to have contracted a contagious disease and are now locked in their apartments by armed guards. The guards do keep promising to bring food, but none ever comes, so eventually they have to resort to drastic measures.",,coffin andy leyley follow story andrew ashley sibling quarantine house month slowly starve death building contract contagious disease lock apartment armed guard guard promising bring food eventually resort drastic measure
Far Cry 6,"['ubisoftentertainment', 'ubisofttoronto']","['pc', 'playstation4', 'xboxone', 'playstation5', 'xboxseriesx|s', 'googlestadia']","['shooter', 'singleplayer', 'multiplayer', 'openworld', 'survival', 'cooperative', 'action', 'exploration', 'adventure', 'player', 'character', 'time', 'fight', 'play', 'city', 'weapon', 'follow', 'include', 'island', 'powerful', 'build', 'plan', 'street']","['vehicular combat', 'exploration', 'story driven', 'first person shooter', 'crafting', 'resource management', 'shooting', 'cinematic', 'rebellion', 'tropical', 'base management', 'choices matter', 'upgradeable weapons', 'resource gathering', 'skill tree', 'stealth kill', 'guerilla warfare', 'narrative', 'political', 'you can pet the dog', 'weapons']","Dive into the gritty world of a modern-day guerrilla revolution to liberate a nation from its oppressive dictators. Welcome to Yara, a tropical paradise frozen in time. Far Cry 6 thrusts players into a modern-day guerrilla revolution. As dictator of Yara, Anton Castillo is intent on restoring his nation back to its former glory by any means, with his son, Diego, following in his bloody footsteps. Become a guerrilla fighter and liberate Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition.",thrust player anthony gonzalez coco dangerously distract wiener dog,dive gritty modernday guerrilla revolution liberate nation oppressive dictator yara tropical paradise frozen time thrust player modernday guerrilla revolution dictator yara anton castillo intent restore nation glory son diego follow bloody footsteps guerrilla fighter liberate yara dani rojas playable female male character stoke revolution guerrilla warfare island yara verdant jungle urban street capital city esperanza powerful array weapon vehicle build network ally fight include fang hire chorizo dangerously distract wiener dog president castillo prepare son diego play anthony gonzalez coco succeed ensure plan fruition
Kingdom Come: Deliverance,"['deepsilver', 'warhorsestudios']","['pc', 'playstation5', 'xboxseriesx|s']","['historical', 'singleplayer', 'medieval', 'rpg', 'openworld', 'action', 'adventure', 'battle', 'adventure', 'force', 'explore', 'journey', 'quest', 'death', 'search', 'castle', 'epic', 'king', 'rpg', 'choice', 'village']",[],"Story-driven open-world RPG that immerses you in an epic adventure in the Holy Roman Empire. Avenge your parents' death as you battle invading forces, go on game-changing quests, and make influential choices. Explore castles, forests, villages and other realistic settings in medieval Bohemia! You are Henry of Skalitz – an ordinary man doing extraordinary things – caught in a gripping tale of revenge, betrayal and discovery as he embarks on an epic journey, 'from a humble blacksmith's forge to the court of Kings', as he searches for purpose in this beautiful but brutal medieval world.",extraordinary caught,storydriven openworld rpg immerse epic adventure holy roman empire avenge parent death battle invade force gamechanging quest influential choice explore castle forest village realistic setting medieval bohemia henry skalitz ordinary extraordinary catch gripping tale revenge betrayal discovery embark epic journey humble blacksmith forge court king search purpose beautiful brutal medieval
Saints Row IV,"['volition', 'deepsilver']","['pc', 'playstation3', 'xbox360', 'playstation4', 'xboxone']","['shooter', 'aliens', 'sciencefiction', 'comedy', 'singleplayer', 'multiplayer', 'sidescrolling', 'openworld', 'cooperative', 'multipleendings', 'action', 'assassin', 'elves', 'racing', 'exploration', 'sandbox', 'adventure', 'femaleprotagonist', 'game', 'character', 'city', 'control', 'defeat', 'race', 'attempt', 'main', 'protagonist', 'alien']","['aliens', 'assassin', 'motorcycle', 'exploration', 'bloody', 'gravity', 'mech', 'training', 'interactive fiction', 'murder', 'drugs', 'organized crime', 'mascot', 'parody', 'death', 'ascii', 'christmas', 'gangs', 'futuristic', 'female protagonist', 'hand-to-hand combat', 'flight', 'action-adventure', 'side-scrolling', 'steam', 'bromance', 'achievements', 'time limit', 'multiple endings', 'online', 'hostages', 'building', 'hacking', 'artificial intelligence', 'steam trading cards', 'crime', 'revenge', 'drifting', 'dancing', 'camera', 'easter egg', 'capitalism', 'nudity', 'over the shoulder', 'economy', 'sequel', 'slow-motion', 'heavy metal', 'wall jump', 'superhero', 'hip-hop', 'boss fight', 'sexual content', 'explosion', 'steam achievements', 'digital distribution', 'xbox controller support for pc', 'steam cloud', 'challenges', 'rivaling factions', 'alternate costumes', 'world map', 'voice acting', 'bink video', 'human', 'polygonal 3d', 'color customization', 'mouse', 'shopping', 'bow and arrow', 'pop culture reference', 'game reference', 'licensed soundtrack', 'collectibles', 'motion blur', 'wasd movement', 'color separation', 'humble bundle', 'profanity', 'vehicle customization', 'retail games with steam activation', 'sprinting mechanics', 'sniping', 'ragdoll physics', 'checkpoints', 'super combo', 'character creation', 'side quests', 'pick your gender', 'downloadable content', 'melee', 'auto-saving', 'real-time combat', 'useable vehicles', 'a.i. companion', 'videotape', 'stat tracking', 'secret area', 'infinite ammo', 'betrayal', 'games with gold', 'wilhelm scream', 'fake glitch', 'movie reference', 'audio logs', 'vending machine interaction', 'commentary', 'rock music', 'pax prime 2013', 'rpg elements', 'robbery', 'e3 2013', 'arcade cabinet', 'cheat code', 'terrorists', 'banned', 'in-game radio', 'presidential protagonist', 'nuclear bomb', 'theft', 'consolation achievements', 'british accent', 'film noir', 'playstation now', 'anti-hero', 'been here before', 'xbox one backwards compatibility', 'gamersgate', 'trophies', 'games on demand', 'wrestling moves in non-wrestling games', 'weapons swap', 'multiplayer lan', 'plot twist', 'quick time event', 'poverty', 'banter during gameplay', 'super speed', 'villain turned good', 'regenerating health', 'in-engine cinematic', 'cross-dressing', 'compact disc', 'sex change', 'button mashing', 'fire manipulation', 'aggressive door-opening', 'dual wielding', 'burning', 'character models based on actual people', 'telekinesis', 'upgradeable vehicles', 'superpowers', 'pinball machine', 'censored version', 'pax east 2013', 'nameless protagonist', 'anarchism', 'sociopathy', 'alien abduction', 'fully customizable controls', 'car chase', 'cryokinesis', 'notoriety system', 'nobilitease', 'forced slow walking', 'another world', 'carjacking', 'false death', 'rail shooting segment', '3-d glasses', 'avatar awards', 'futuristic game show', 'lgbtq+', 'male protagonist']","Unlike the first three games in the franchise, Saints Row 4 does not center around the main character defeating three rival gangs in order to take over a city. The Saints have now become a household name, and their leader has become the president of the Unites States. The antagonists in Saints Row 4 are an invading alien race known as the Zin. Most of the game takes place within a computer simulation of the city of Steelport controlled by the Zin, where the protagonist is attempting to free himself and his companions.",main character defeat rival gang invade alien race game,game franchise saint row center main character defeat rival gang city saint household leader president unites antagonist saint row invading alien race zin game simulation city steelport control zin protagonist attempt companion
